nombre,cue,distrito,sector,nivel,modalidad
ESCUELA DE EDUCACIÓN ARTÍSTICA Nº1,615080,Junín,Estatal,Cursos y Talleres,Modalidad Artística
CONSERVATORIO PROVINCIAL DE MUSICA,609482,Junín,Estatal,Ciclo de Iniciación,Modalidad Artística
CONSERVATORIO PROVINCIAL DE MUSICA,609482,Junín,Estatal,Nivel Superior (**),Modalidad Artística
CONSERVATORIO PROVINCIAL DE MUSICA,609482,Junín,Estatal,Ciclo Medio,Modalidad Artística
"ESC. PROVINCIAL DE TEATRO ""GILBERTO ALFREDO MESA""",605530,Junín,Estatal,Ciclo de Iniciación,Modalidad Artística
"ESC. PROVINCIAL DE TEATRO ""GILBERTO ALFREDO MESA""",605530,Junín,Estatal,Nivel Superior (**),Modalidad Artística
CENTRO DE ADULTOS Nº702,604291,Junín,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
ANEXO ESCUELA DE ARTE XUL SOLAR,609483,Junín,Estatal,Ciclo de Iniciación,Modalidad Artística
"ESCUELA DE ADULTOS Nº701 ""CONSTANCIO C. VIGIL""",609718,Laprida,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA ESPECIAL Nº501 ""CAROLINA TOBAR GARCIA""",609717,Laprida,Estatal,Formación Integral,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""CAROLINA TOBAR GARCIA""",609717,Laprida,Estatal,Nivel Primario,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""CAROLINA TOBAR GARCIA""",609717,Laprida,Estatal,Nivel Inicial,Modalidad Especial
CENTRO DE EDUCACION FÍSICA Nº8,616346,Laprida,Estatal,Educación Física (C.E.F.),Educación Física
"INSTITUTO SUPERIOR DE FORM.DOCENTE Nº92 ""ALICIA MOREAU DE JUSTO""",609722,Laprida,Estatal,Nivel Superior (**),Educación Común
"JARDÍN DE INFANTES Nº901 ""MARIQUITA SANCHEZ""",609720,Laprida,Estatal,Nivel Inicial,Educación Común
CENTRO DE ADULTOS Nº705,602537,Tigre,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº706/07,612044,Tigre,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº708/02,602531,Tigre,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº710/01,609362,Tigre,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº711/01,609362,Tigre,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº715/04,610589,Tigre,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"CENTRO DE ADULTOS Nº716 ""AMADO BONPLAND""",602537,Tigre,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº718/02,602531,Tigre,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº749/47,602537,Tigre,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA DE ADULTOS Nº701 ""SARGENTO MANUEL DIAZ""",609362,Tigre,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA DE ADULTOS Nº702 ""ALFREDO L. PALACIOS""",602531,Tigre,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA DE ADULTOS Nº704 ""JOSÉ MANUEL ESTRADA""",610589,Tigre,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
ESCUELA DE ADULTOS Nº707,612044,Tigre,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
ESCUELA DE ADULTOS Nº747,602537,Tigre,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº702/01,603785,Las Flores,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
ESCUELA DE ADULTOS Nº701,603785,Las Flores,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
ESCUELA ESPECIAL Nº501,603762,Las Flores,Estatal,Nivel Primario,Modalidad Especial
ESCUELA ESPECIAL Nº501,603762,Las Flores,Estatal,Formación Integral,Modalidad Especial
ESCUELA ESPECIAL Nº501,603762,Las Flores,Estatal,Nivel Inicial,Modalidad Especial
"CENTRO DE FORMACION LABORAL Nº1 ""DIR. MIRTA H. LEMMA""",615085,Las Flores,Estatal,Formación Integral,Modalidad Especial
"CENTRO DE FORMACION LABORAL Nº1 ""DIR. MIRTA H. LEMMA""",615085,Las Flores,Estatal,"Residencia Laboral,Pasantias, Artística",Modalidad Especial
"CENTRO DE EDUCACION FISICA Nº6 ""ORESTE PROPATO""",616348,Las Flores,Estatal,Educación Física (C.E.F.),Educación Física
INSTITUTO SUPERIOR DE FORM.DOCENTE Nº152,613778,Las Flores,Estatal,Nivel Superior (**),Educación Común
CENTRO DE ADULTOS Nº701,605742,General Las Heras,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
ESCUELA ESPECIAL Nº501,605743,General Las Heras,Estatal,Formación Profesional,Modalidad Especial
ESCUELA ESPECIAL Nº501,605743,General Las Heras,Estatal,Formación Integral,Modalidad Especial
ESCUELA ESPECIAL Nº501,605743,General Las Heras,Estatal,Nivel Inicial,Modalidad Especial
ESCUELA ESPECIAL Nº501,605743,General Las Heras,Estatal,Nivel Primario,Modalidad Especial
"CENTRO DE EDUCACION FÍSICA Nº80 ""FERNANDO RISO""",616349,General Las Heras,Estatal,Educación Física (C.E.F.),Educación Física
INSTITUTO SUPERIOR DE FORMACION DOCENTES Y TÉCNICA Nº44,605744,General Las Heras,Estatal,Nivel Superior (**),Educación Común
"JARDÍN DE INFANTES Nº901 ""STELLA MARIS""",605745,General Las Heras,Estatal,Nivel Inicial,Educación Común
ESCUELA DE EDUCACIÓN PRIMARIA DE ADULTOS N°701,604238,Leandro N. Alem,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
ESCUELA ESPECIAL Nº501,610742,Leandro N. Alem,Estatal,Nivel Primario,Modalidad Especial
ESCUELA ESPECIAL Nº501,610742,Leandro N. Alem,Estatal,Formación Integral,Modalidad Especial
ESCUELA ESPECIAL Nº501,610742,Leandro N. Alem,Estatal,Nivel Inicial,Modalidad Especial
"ESCUELA ESPECIAL Nº502 ""DRA. CAROLINA TOBAR GARCIA""",610743,Leandro N. Alem,Estatal,Nivel Inicial,Modalidad Especial
"ESCUELA ESPECIAL Nº502 ""DRA. CAROLINA TOBAR GARCIA""",610743,Leandro N. Alem,Estatal,Nivel Primario,Modalidad Especial
"ESCUELA ESPECIAL Nº502 ""DRA. CAROLINA TOBAR GARCIA""",610743,Leandro N. Alem,Estatal,Formación Integral,Modalidad Especial
ANEXO ESCUELA ESPECIAL Nº501,610742,Leandro N. Alem,Estatal,Nivel Primario,Modalidad Especial
ANEXO ESCUELA ESPECIAL Nº501,610742,Leandro N. Alem,Estatal,Formación Integral,Modalidad Especial
C.E.A.T. Nº1,615088,Leandro N. Alem,Estatal,Nivel Inicial,Modalidad Especial
C.E.A.T. Nº2,615089,Leandro N. Alem,Estatal,Nivel Inicial,Modalidad Especial
CENTRO DE ADULTOS Nº702,605866,Florentino Ameghino,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº701,604654,Florentino Ameghino,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA ESPECIAL Nº501 ""F. AMEGHINO""",611110,Florentino Ameghino,Estatal,Formación Integral,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""F. AMEGHINO""",611110,Florentino Ameghino,Estatal,Nivel Primario,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""F. AMEGHINO""",611110,Florentino Ameghino,Estatal,"Residencia Laboral,Pasantias, Artística",Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""F. AMEGHINO""",611110,Florentino Ameghino,Estatal,Formación Profesional,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""F. AMEGHINO""",611110,Florentino Ameghino,Estatal,Nivel Inicial,Modalidad Especial
"C.E.A.T. Nº1 ""BICENTENARIO DE LA PATRIA""",615223,Florentino Ameghino,Estatal,Nivel Inicial,Modalidad Especial
"JARDÍN DE INFANTES Nº901 ""JOHN F. KENNEDY""",611109,Florentino Ameghino,Estatal,Nivel Inicial,Educación Común
CONSERVATORIO DE MUSICA,609752,Lincoln,Estatal,Ciclo Medio,Modalidad Artística
CONSERVATORIO DE MUSICA,609752,Lincoln,Estatal,Nivel Superior (**),Modalidad Artística
CONSERVATORIO DE MUSICA,609752,Lincoln,Estatal,Ciclo de Iniciación,Modalidad Artística
CENTRO DE ADULTOS Nº702,609724,Lincoln,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº703/01,609753,Lincoln,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº705/01,609753,Lincoln,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº707,603548,Lincoln,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
ESCUELA DE ADULTOS Nº701,609753,Lincoln,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA ESPECIAL Nº501 ""JOHN F. KENNEDY""",612554,Lincoln,Estatal,Formación Integral,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""JOHN F. KENNEDY""",612554,Lincoln,Estatal,Nivel Inicial,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""JOHN F. KENNEDY""",612554,Lincoln,Estatal,Nivel Primario,Modalidad Especial
ANEXO ESCUELA ESPECIAL Nº501,612554,Lincoln,Estatal,Formación Integral,Modalidad Especial
ANEXO ESCUELA ESPECIAL Nº501,612554,Lincoln,Estatal,Nivel Primario,Modalidad Especial
"CENTRO DE ADULTOS Nº703 ""VILLA ERCILIA""",600691,Lobería,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº704,600689,Lobería,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"CENTRO DE ADULTOS Nº705 ""HIPOLITO YRIGOYEN""",601741,Lobería,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA DE ADULTOS Nº701 ""BICENTENARIO DE LA PATRIA""",601739,Lobería,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA DE EDUCACIÓN ESPECIAL Nº501 ""JOSÉ DE SAN MARTÍN""",607447,Lobería,Estatal,"Residencia Laboral,Pasantias, Artística",Modalidad Especial
"ESCUELA DE EDUCACIÓN ESPECIAL Nº501 ""JOSÉ DE SAN MARTÍN""",607447,Lobería,Estatal,Nivel Primario,Modalidad Especial
"ESCUELA DE EDUCACIÓN ESPECIAL Nº501 ""JOSÉ DE SAN MARTÍN""",607447,Lobería,Estatal,Nivel Inicial,Modalidad Especial
"ESCUELA DE EDUCACIÓN ESPECIAL Nº501 ""JOSÉ DE SAN MARTÍN""",607447,Lobería,Estatal,Formación Integral,Modalidad Especial
"ESCUELA DE EDUCACIÓN ESPECIAL Nº501 ""JOSÉ DE SAN MARTÍN""",607447,Lobería,Estatal,Formación Profesional,Modalidad Especial
ESCUELA DE EDUCACIÓN ESPECIAL Nº501 - ANEXO 1,607447,Lobería,Estatal,Formación Integral,Modalidad Especial
ESCUELA DE EDUCACIÓN ESPECIAL Nº501 - ANEXO 1,607447,Lobería,Estatal,Nivel Primario,Modalidad Especial
ESCUELA DE EDUCACIÓN ESPECIAL Nº501 - ANEXO 1,607447,Lobería,Estatal,Nivel Inicial,Modalidad Especial
CENTRO DE ADULTOS Nº702/01,607974,Lobos,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº703/01,607974,Lobos,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº704/01,607974,Lobos,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
ESCUELA DE ADULTOS Nº701,607974,Lobos,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA ESPECIAL Nº501 ""JORGE LUIS BORDON""",611004,Lobos,Estatal,Nivel Inicial,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""JORGE LUIS BORDON""",611004,Lobos,Estatal,Nivel Primario,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""JORGE LUIS BORDON""",611004,Lobos,Estatal,Formación Integral,Modalidad Especial
ESCUELA ESPECIAL Nº502,602180,Lobos,Estatal,Formación Integral,Modalidad Especial
ESCUELA ESPECIAL Nº502,602180,Lobos,Estatal,Nivel Primario,Modalidad Especial
ESCUELA ESPECIAL Nº502,602180,Lobos,Estatal,Nivel Inicial,Modalidad Especial
CENTRO DE EDUCACION FISICA N°105,616353,Lobos,Estatal,Educación Física (C.E.F.),Educación Física
INSTITUTO SUPERIOR DE FORMACION DOCENTE Y TÉCNICA Nº43,610998,Lobos,Estatal,Nivel Superior (**),Educación Común
"INSTITUTO SUPERIOR DE FORMACION DOCENTE ""J. AGUIRRE""",614566,Lomas de Zamora,Estatal,Ciclo Medio,Modalidad Artística
"INSTITUTO SUPERIOR DE FORMACION DOCENTE ""J. AGUIRRE""",614566,Lomas de Zamora,Estatal,Nivel Superior (**),Modalidad Artística
"INSTITUTO SUPERIOR DE FORMACION DOCENTE ""J. AGUIRRE""",614566,Lomas de Zamora,Estatal,Ciclo de Iniciación,Modalidad Artística
"ESCUELA DE DANZAS TRADICIONALES ""MARIO CASTOR LOPEZ""",604213,Lomas de Zamora,Estatal,Nivel Superior (**),Modalidad Artística
"ESCUELA DE DANZAS TRADICIONALES ""MARIO CASTOR LOPEZ""",604213,Lomas de Zamora,Estatal,Cursos y Talleres,Modalidad Artística
"CENTRO DE ADULTOS Nº711/01 ""FERNANDO R. DOMINGUEZ""",610423,Lomas de Zamora,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº712/04,608161,Lomas de Zamora,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº713/05,602956,Lomas de Zamora,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº714/05,602956,Lomas de Zamora,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº715/04,608161,Lomas de Zamora,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº733/05,602956,Lomas de Zamora,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA DE ADULTOS Nº701 ""FRANCISCO DE VICTORIA""",610423,Lomas de Zamora,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
ESCUELA DE ADULTOS Nº704,608161,Lomas de Zamora,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA DE ADULTOS Nº705 ""CONGRESO DE TUCUMAN""",602956,Lomas de Zamora,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA DE ARTE Nº500 ""JOSE""PIPO"" FERRARI""",603763,Luján,Estatal,Nivel Superior (**),Modalidad Artística
"ESCUELA DE ARTE Nº500 ""JOSE""PIPO"" FERRARI""",603763,Luján,Estatal,Ciclo Medio,Modalidad Artística
"ESCUELA DE ARTE Nº500 ""JOSE""PIPO"" FERRARI""",603763,Luján,Estatal,Ciclo de Iniciación,Modalidad Artística
CENTRO DE ADULTOS Nº702,613586,Luján,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº703,603612,Luján,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
ESCUELA DE EDUCACIÓN PRIMARIA PARA ADULTOS N°705,603616,Luján,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"CENTRO DE ADULTOS Nº705 ""MARTÍN MIGUEL DE GÜEMES""",613586,Luján,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº708,613586,Luján,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA DE ADULTOS Nº701 ""ALMIRANTE GUILLERMO BROWN""",613586,Luján,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
ESCUELA ESPECIAL Nº501,610017,Luján,Estatal,Nivel Primario,Modalidad Especial
ESCUELA ESPECIAL Nº501,610017,Luján,Estatal,Formación Integral,Modalidad Especial
ESCUELA ESPECIAL Nº501,610017,Luján,Estatal,Nivel Inicial,Modalidad Especial
ESCUELA DE ADULTOS Nº701,606381,Punta Indio,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA ESPECIAL Nº501 (A.R.S. Y R.M.) ""DR. RENE FAVALORO""",612028,Punta Indio,Estatal,Nivel Inicial,Modalidad Especial
"ESCUELA ESPECIAL Nº501 (A.R.S. Y R.M.) ""DR. RENE FAVALORO""",612028,Punta Indio,Estatal,Nivel Primario,Modalidad Especial
"ESCUELA ESPECIAL Nº501 (A.R.S. Y R.M.) ""DR. RENE FAVALORO""",612028,Punta Indio,Estatal,Formación Integral,Modalidad Especial
INSTITUTO SUPERIOR DE FORMACION DOCENTE Nº90,600674,Punta Indio,Estatal,Nivel Superior (**),Educación Común
"JARDÍN DE INFANTES Nº901 ""ALBERT SABIN""",600655,Punta Indio,Estatal,Nivel Inicial,Educación Común
"JARDÍN DE INFANTES Nº902 ""DOMINGO FAUSTINO SARMIENTO""",600656,Punta Indio,Estatal,Nivel Inicial,Educación Común
"CENTRO DE ADULTOS Nº702""CECILIA MARCHETTI DE BASUALDO SILVA""",613136,Maipú,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA DE ADULTOS Nº701 ""ALMIRANTE GUILLERMO BROWN""",608119,Maipú,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA ESPECIAL Nº501 ""FRANCISCO MADERO""",608118,Maipú,Estatal,Formación Profesional,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""FRANCISCO MADERO""",608118,Maipú,Estatal,Nivel Inicial,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""FRANCISCO MADERO""",608118,Maipú,Estatal,Nivel Primario,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""FRANCISCO MADERO""",608118,Maipú,Estatal,Formación Integral,Modalidad Especial
"C.E.A.T. Nº1 ""LAS VIOLETAS""",615104,Maipú,Estatal,Nivel Inicial,Modalidad Especial
"CENTRO DE EDUCACION FÍSICA Nº108 ""RENE FAVALORO""",616357,Maipú,Estatal,Educación Física (C.E.F.),Educación Física
CENTRO DE ADULTOS Nº702/01,601449,Salto,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº703/01,601449,Salto,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº704/01,601449,Salto,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA DE ADULTOS Nº701 ""PAULA ALBARRACIN""",601449,Salto,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA ESPECIAL Nº501 ""PORTAL DE ESPERANZA""",611647,Salto,Estatal,Formación Integral,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""PORTAL DE ESPERANZA""",611647,Salto,Estatal,Nivel Primario,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""PORTAL DE ESPERANZA""",611647,Salto,Estatal,Nivel Inicial,Modalidad Especial
INSTITUTO SUPERIOR DE FORMACION DOCENTE Y TÉCNICA Nº126,607709,Salto,Estatal,Nivel Superior (**),Educación Común
"JARDÍN DE INFANTES Nº901 ""MARTHA SALOTTI""",607138,Salto,Estatal,Nivel Inicial,Educación Común
"JARDÍN DE INFANTES Nº902 ""DOMINGO FAUSTINO SARMIENTO""",611652,Salto,Estatal,Nivel Inicial,Educación Común
"CENTRO DE ADULTOS Nº701/02 ""PROVINCIA DE CATAMARCA""",610592,Marcos Paz,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº703/02,610592,Marcos Paz,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA DE ADULTOS Nº702 ""PROVINCIA DE CATAMARCA""",610592,Marcos Paz,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
ESCUELA ESPECIAL Nº501,607389,Marcos Paz,Estatal,Nivel Primario,Modalidad Especial
ESCUELA ESPECIAL Nº501,607389,Marcos Paz,Estatal,Nivel Inicial,Modalidad Especial
ESCUELA ESPECIAL Nº501,607389,Marcos Paz,Estatal,Formación Integral,Modalidad Especial
ESCUELA ESPECIAL Nº502,612549,Marcos Paz,Estatal,Nivel Inicial,Modalidad Especial
ESCUELA ESPECIAL Nº502,612549,Marcos Paz,Estatal,Nivel Primario,Modalidad Especial
ESCUELA ESPECIAL Nº502,612549,Marcos Paz,Estatal,Formación Integral,Modalidad Especial
CENTRO DE FORMACION LABORAL GRACIELA CHESCOTTA DE CASTAGNET,615106,Marcos Paz,Estatal,Formación Profesional,Modalidad Especial
CENTRO DE FORMACION LABORAL GRACIELA CHESCOTTA DE CASTAGNET,615106,Marcos Paz,Estatal,Formación Integral,Modalidad Especial
CENTRO DE FORMACION LABORAL GRACIELA CHESCOTTA DE CASTAGNET,615106,Marcos Paz,Estatal,"Residencia Laboral,Pasantias, Artística",Modalidad Especial
C.E.A.T. Nº1,615107,Marcos Paz,Estatal,Nivel Inicial,Modalidad Especial
CENTRO DE ADULTOS Nº702,611760,Mar Chiquita,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº703,611760,Mar Chiquita,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº704,602160,Mar Chiquita,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
ESCUELA DE ADULTOS Nº701,611760,Mar Chiquita,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA ESPECIAL Nº501 ""CAMILO FREIJE""",607988,Mar Chiquita,Estatal,Nivel Primario,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""CAMILO FREIJE""",607988,Mar Chiquita,Estatal,Nivel Inicial,Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""CAMILO FREIJE""",607988,Mar Chiquita,Estatal,"Residencia Laboral,Pasantias, Artística",Modalidad Especial
"ESCUELA ESPECIAL Nº501 ""CAMILO FREIJE""",607988,Mar Chiquita,Estatal,Formación Integral,Modalidad Especial
ESCUELA ESPECIAL Nº502,607991,Mar Chiquita,Estatal,"Residencia Laboral,Pasantias, Artística",Modalidad Especial
ESCUELA ESPECIAL Nº502,607991,Mar Chiquita,Estatal,Formación Integral,Modalidad Especial
ESCUELA ESPECIAL Nº502,607991,Mar Chiquita,Estatal,Nivel Primario,Modalidad Especial
ESCUELA ESPECIAL Nº502,607991,Mar Chiquita,Estatal,Nivel Inicial,Modalidad Especial
ESCUELA ESPECIAL Nº502,607991,Mar Chiquita,Estatal,Formación Profesional,Modalidad Especial
"INSTITUTO SUP. DE FORMACION DOC. Nº63 ""MALVINAS ARGENTINAS""",607986,Mar Chiquita,Estatal,Nivel Superior (**),Educación Común
"ESCUELA DE ARTE Nº1 ""LEOPOLDO MARECHAL""",612878,La Matanza,Estatal,Nivel Superior (**),Modalidad Artística
"ESCUELA DE ARTE Nº1 ""LEOPOLDO MARECHAL""",612878,La Matanza,Estatal,Ciclo Medio,Modalidad Artística
ESCUELA DE EDUCACIÓN ARTÍSTICA Nº1,615111,La Matanza,Estatal,Cursos y Talleres,Modalidad Artística
CENTRO DE ADULTOS Nº701/17,612438,La Matanza,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº707,610535,La Matanza,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº709/11,608514,La Matanza,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº730,612438,La Matanza,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº733/24,610535,La Matanza,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº750/24,610535,La Matanza,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº756/11,608514,La Matanza,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
ESCUELA DE ADULTOS Nº711,608514,La Matanza,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
ESCUELA DE ADULTOS Nº717,612438,La Matanza,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
ESCUELA DE ADULTOS Nº724,610535,La Matanza,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
ESCUELA DE ARTE,611525,Mercedes,Estatal,Nivel Superior (**),Modalidad Artística
ESCUELA DE ARTE,611525,Mercedes,Estatal,Ciclo Medio,Modalidad Artística
CONSERVATORIO DE MUSICA,603455,Mercedes,Estatal,Ciclo de Iniciación,Modalidad Artística
CONSERVATORIO DE MUSICA,603455,Mercedes,Estatal,Nivel Superior (**),Modalidad Artística
CONSERVATORIO DE MUSICA,603455,Mercedes,Estatal,Ciclo Medio,Modalidad Artística
CENTRO DE ADULTOS Nº704/02,609593,Mercedes,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº705/02,609593,Mercedes,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº706/02,609593,Mercedes,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA DE ADULTOS Nº701 ""GENERAL JOSÉ DE SAN MARTÍN""",600791,Mercedes,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
ESCUELA DE ADULTOS Nº702,609593,Mercedes,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA ESPECIAL Nº503 ""PAUL HARRIS""",602380,Mercedes,Estatal,Formación Integral,Modalidad Especial
"ESCUELA ESPECIAL Nº503 ""PAUL HARRIS""",602380,Mercedes,Estatal,Nivel Primario,Modalidad Especial
"ESCUELA ESPECIAL Nº503 ""PAUL HARRIS""",602380,Mercedes,Estatal,Nivel Inicial,Modalidad Especial
"ESCUELA DE EDUCACIÓN ARTÍSTICA Nº1 ""JUANITO LAGUNA""",615119,Merlo,Estatal,Cursos y Talleres,Modalidad Artística
CENTRO DE ADULTOS Nº707/09,609921,Merlo,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº708/12,610432,Merlo,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº710/02,610077,Merlo,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº711/03,609955,Merlo,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº713/02,610077,Merlo,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº714/03,609955,Merlo,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
CENTRO DE ADULTOS Nº715/04,609955,Merlo,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA DE ADULTOS Nº702 ""PUEBLOS ORIGINARIOS""",610077,Merlo,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
ESCUELA DE ADULTOS Nº703,609955,Merlo,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
"ESCUELA DE ADULTOS Nº709 ""RIO NEGRO""",609921,Merlo,Estatal,Nivel Primario,Modalidad de Jóvenes y Adultos
